,날짜,고구마가격,오이가격,평균기온,최고기온,최저기온,강수량,일조시간,일사량,습도,거래량(톤),고급휘발유,보통휘발유,자동차용경유,소비자물가,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
1123,2021-08-02,6575,7553,26.548125,30.106875,24.455625,60.62857143,3.653125,13.18866667,88.071875,68.45666667,1877.95,1644.6,1439.98,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1124,2021-08-03,6539,7643,27.27625,31.498125,23.9925,45.70909091,5.684375,17.694,82.803125,63.7,1878.39,1645.23,1440.57,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1125,2021-08-04,6607,7656,28.343125,33.11875,24.415625,1.4,9.674375,23.54066667,76.1175,62.85666667,1879.68,1645.75,1440.98,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1126,2021-08-05,6419,7616,28.7675,33.82125,24.56125,2.2,10.38125,23.41133333,74.4875,62.29166667,1880.18,1646.09,1441.3,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1127,2021-08-06,6449,7491,27.865,33.7725,23.835,21.2625,9.235625,22.19866667,77.16375,63.46333333,1880.74,1646.72,1441.84,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1128,2021-08-09,6392,7714,26.75125,31.920625,22.55125,40.45,8.815625,22.11466667,73.23625,58.09833333,1881.46,1647.32,1442.25,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1129,2021-08-10,6388,7723,25.61625,30.08875,22.56125,40.75833333,6.558125,19.32933333,79.716875,53.20833333,1881.55,1647.35,1442.23,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1130,2021-08-11,6417,7780,25.815,30.841875,22.14,21.225,6.83,17.73857143,80.279375,51.17666667,1881.54,1647.32,1442.14,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1131,2021-08-12,6318,7738,25.773125,30.448125,22.215,10.63636364,4.61125,14.122,80.196875,48.43333333,1881.3,1647.34,1442.12,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1132,2021-08-13,6288,7810,25.20375,28.679375,22.505,17.03636364,1.718,11.12866667,81.501875,46.13166667,1881.37,1647.35,1442.11,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1133,2021-08-17,6342,7872,24.21375,28.526875,20.876875,25.78666667,5.495,16.954,75.493125,43.95166667,1881.6,1647.22,1441.9,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1134,2021-08-18,6268,7999,23.419375,28.16375,20.428125,27.025,4.30625,14.98133333,79.595,41.98666667,1881.23,1647.0,1441.6,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1135,2021-08-19,6028,8924,23.815625,28.57125,20.314375,26.76363636,5.9325,17.22666667,77.16625,40.66666667,1880.85,1646.4,1441.01,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1136,2021-08-20,6011,9024,24.964375,29.865,20.419375,4.033333333,8.141875,20.12666667,77.41875,40.05333333,1880.48,1645.98,1440.55,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1137,2021-08-23,5950,9021,22.985625,25.206875,21.39875,180.65,0.635,4.655,93.295625,40.445,1879.87,1645.14,1439.71,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1138,2021-08-24,5940,9035,24.46,27.433125,21.893125,163.7,0.655384615,5.523571429,92.63,38.09333333,1879.82,1644.81,1439.35,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1139,2021-08-25,5954,9122,24.2825,26.618125,22.556875,89.58125,0.813125,7.482,93.221875,37.82166667,1879.69,1644.52,1439.06,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1140,2021-08-26,6048,9624,25.465,29.80625,22.120625,5.557142857,5.364375,16.078,83.8425,37.11333333,1879.01,1644.28,1438.88,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1141,2021-08-27,6055,9664,23.186875,26.81875,20.744375,64.11875,3.146363636,8.489285714,89.885625,37.01166667,1878.65,1644.07,1438.62,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1142,2021-08-30,6208,9918,24.09375,28.17375,21.3625,4.93,3.29375,13.37733333,83.631875,38.01666667,1878.81,1643.66,1438.21,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1143,2021-08-31,6226,10024,23.358125,27.26625,20.75375,76.37692308,3.451666667,10.90666667,87.566875,34.535,1878.58,1643.51,1438.06,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1144,2021-09-01,6226,10272,22.790625,25.875,20.3875,159.80625,0.816428571,6.417333333,90.595625,33.11166667,1878.24,1643.23,1437.74,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1145,2021-09-02,6056,10385,22.0925,25.053125,19.959375,20.26153846,2.223333333,10.034,84.17375,31.52,1878.01,1642.98,1437.55,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1146,2021-09-03,6083,10389,22.279375,26.350625,19.375,19.83636364,5.6425,15.826,80.29,30.40666667,1877.52,1642.68,1437.28,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1147,2021-09-06,6102,10702,21.518125,24.769375,18.7875,40.53125,1.309285714,8.598,81.7025,30.18,1877.11,1642.44,1436.91,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1148,2021-09-07,6063,10675,21.585625,24.40125,19.248125,54.01333333,0.794285714,5.301333333,91.825,28.4,1876.84,1642.25,1436.72,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1149,2021-09-08,5978,10721,22.465625,27.034375,19.231875,5.0875,6.399375,17.594,81.095,28.75166667,1876.67,1642.09,1436.52,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1150,2021-09-09,5957,11421,22.455625,27.93,17.9975,0.1,6.75625,18.22466667,81.529375,29.595,1876.8,1642.03,1436.39,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1151,2021-09-10,5872,11126,22.36375,26.479375,19.450625,10.82857143,3.370625,11.70133333,85.09625,31.21,1876.75,1641.97,1436.39,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1152,2021-09-13,5726,10976,23.165625,27.153125,20.00375,31.35,4.314666667,13.932,75.255,38.87333333,1876.73,1641.88,1436.28,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1153,2021-09-14,5825,11421,22.371875,25.6,19.48875,70.2625,4.8125,11.42933333,76.89875,39.355,1876.36,1641.78,1436.17,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1154,2021-09-15,5840,11423,22.629375,27.225625,19.044375,15.16,8.810625,19.10533333,66.35625,42.11333333,1876.35,1641.79,1436.25,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1155,2021-09-16,6007,9729,21.79,25.770625,17.385625,25.61111111,5.787333333,13.52866667,74.394375,44.32666667,1876.23,1641.83,1436.29,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1156,2021-09-17,6065,9491,21.1675,24.543125,18.73625,98.79285714,3.683846154,9.882,82.80375,46.03833333,1876.38,1642.07,1436.52,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1157,2021-09-23,6035,8577,20.7975,25.984375,16.631875,0.0,9.055625,18.46066667,70.800625,37.19833333,1876.71,1642.8,1437.21,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1158,2021-09-24,6035,8519,20.428125,26.066875,15.426875,21.85,8.101875,17.04,76.384375,48.47333333,1878.18,1643.19,1437.73,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1159,2021-09-27,6059,8308,21.140625,25.429375,17.845625,0.677777778,4.294375,13.51666667,74.335625,55.88833333,1879.63,1643.93,1438.49,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1160,2021-09-28,6052,8060,21.4425,24.931875,18.9875,4.15,1.4325,9.260666667,81.505625,63.23166667,1880.6,1644.44,1439.03,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1161,2021-09-29,6040,8067,21.7125,24.830625,19.405,94.2,1.679166667,5.697333333,93.523125,57.76166667,1881.53,1645.12,1439.76,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1162,2021-09-30,5909,7244,21.125,26.593125,17.41375,26.4,7.39,16.39071429,84.218125,53.20833333,1882.12,1645.99,1440.85,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1163,2021-10-01,5519,7128,20.829375,27.109375,16.34,10.56666667,8.929375,17.42066667,81.691875,49.89,1885.66,1648.21,1443.14,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1164,2021-10-05,5501,7117,23.1175,28.345,19.19875,46.6,7.89375,15.732,80.630625,34.4,1888.63,1652.92,1448.18,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1165,2021-10-06,5711,7145,21.095,25.2825,18.158125,36.97142857,5.68375,11.95866667,85.09875,33.27166667,1891.84,1656.81,1452.28,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1166,2021-10-07,5675,7969,19.06125,25.07,17.895625,11.21111111,4.942666667,10.49466667,85.3125,31.89666667,1895.49,1661.16,1456.8,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1167,2021-10-08,5695,8020,20.59,23.201875,18.660625,10.01666667,2.094545455,6.851333333,89.34125,31.06666667,1904.09,1667.13,1462.87,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1168,2021-10-12,5751,8072,17.14125,19.083125,15.635625,20.77692308,2.735714286,5.048,84.56375,26.84666667,1914.22,1685.07,1481.2,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1169,2021-10-13,5590,7931,18.97375,23.368125,15.55875,1.171428571,4.08,11.98642857,79.7725,25.54833333,1921.65,1693.57,1490.26,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1170,2021-10-14,5605,8053,19.78875,25.1175,15.865,0.0,7.906875,14.93466667,80.243125,23.60666667,1928.23,1700.95,1498.15,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1171,2021-10-15,5287,8058,18.896875,22.823125,16.14,35.49166667,2.766875,8.6,82.868125,22.17333333,1935.0,1709.17,1506.65,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1172,2021-10-18,5537,8262,9.806875,16.960625,2.5975,6.55,8.67375,16.13,62.3625,20.595,1944.88,1725.89,1523.77,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1173,2021-10-19,5530,8656,11.468125,17.15625,7.34125,16.03333333,6.189375,12.264,71.06625,17.49333333,1950.35,1732.45,1530.43,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1174,2021-10-20,5499,8944,9.785,15.981875,5.113125,2.75,7.695,14.67266667,69.683125,16.175,1957.08,1739.15,1537.28,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1175,2021-10-21,5723,10593,10.20625,16.089375,5.46875,3.016666667,6.888,12.266,75.286875,14.575,1961.29,1743.99,1542.25,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1176,2021-10-22,5701,10217,10.805625,17.0875,5.66,21.96666667,8.910625,15.17266667,66.8625,13.21333333,1965.56,1748.7,1547.04,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1177,2021-10-25,5701,10427,11.913125,18.97,6.6375,0.0,9.159375,15.23466667,71.20375,12.035,1974.34,1758.42,1556.69,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1178,2021-10-26,5701,10396,12.350625,19.32625,6.35,0.0,9.043125,14.27,71.0825,11.335,1977.99,1762.66,1560.93,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1179,2021-10-27,5693,10199,13.613125,19.9425,8.848125,7.3,8.639375,14.09133333,65.805,11.64,1984.51,1766.7,1564.79,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1180,2021-10-28,5687,13406,12.6425,20.104375,6.238125,0.0,9.430625,15.70333333,62.56875,12.34333333,1990.71,1770.89,1568.88,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1181,2021-10-29,5716,13497,13.505,19.829375,8.51625,0.0,7.8625,13.49066667,65.969375,12.60833333,1993.84,1774.44,1572.22,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1182,2021-11-01,5411,13503,13.469375,19.228125,9.340625,0.0,7.121875,11.82866667,73.46375,14.73833333,2003.03,1784.53,1582.01,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1183,2021-11-02,5391,13579,11.834375,17.455,7.55125,7.9,7.24125,12.26733333,72.66625,14.35,2005.13,1788.16,1585.36,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1184,2021-11-03,5384,13352,11.805,18.09125,6.684375,1.133333333,8.009375,13.14,72.593125,13.75,2008.6,1791.29,1588.34,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1185,2021-11-04,5277,12055,12.506875,19.18,7.60125,2.8,7.6575,11.728,74.081875,13.715,2014.46,1794.95,1591.63,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1186,2021-11-05,5283,11962,12.701875,19.599375,7.150625,0.2,6.55875,10.932,72.36125,15.776,2017.61,1797.95,1594.42,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1187,2021-11-08,5451,10872,10.81625,17.404375,6.580625,98.4125,0.718125,2.961333333,77.966875,13.52666667,2021.26,1805.18,1600.87,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1188,2021-11-09,5524,10651,7.666875,10.738125,5.2475,12.90769231,2.725333333,6.366666667,71.856875,11.94333333,2022.37,1807.47,1602.98,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1189,2021-11-10,5477,10942,6.96625,9.806875,4.2,18.16923077,2.745,6.492666667,74.79875,11.47,2023.68,1809.12,1604.52,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1190,2021-11-11,5503,11178,7.555625,11.588125,4.314375,7.609090909,5.011875,8.702,67.555625,11.29333333,2023.92,1810.16,1605.64,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1191,2021-11-12,5503,11223,6.3225,10.258125,3.053125,6.0875,6.08875,9.720666667,65.451875,10.83833333,1943.95,1767.74,1575.03,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1192,2021-11-15,5503,11380,9.7975,16.539375,4.9,0.0,7.81375,11.50866667,72.324375,9.956666667,1920.72,1724.87,1542.16,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1193,2021-11-16,5511,11507,9.03875,15.669375,4.449375,0.0,8.169375,11.39,65.4825,10.694,1914.06,1711.92,1531.96,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1194,2021-11-17,5511,11656,8.395625,14.7925,2.54375,0.0,8.364375,12.09,63.549375,10.624,1909.54,1704.62,1526.24,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1195,2021-11-18,5462,12213,10.735625,16.87125,5.055,0.8,6.52,9.506666667,71.041875,10.67,1905.72,1699.1,1521.82,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1196,2021-11-19,5452,12340,11.785,17.924375,6.545625,0.0,6.366875,9.702666667,77.57625,10.578,1903.27,1695.39,1518.74,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1197,2021-11-22,5369,12362,6.160625,12.096875,2.02,12.11538462,3.63125,7.433333333,63.125,12.964,1899.77,1688.88,1513.22,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1198,2021-11-23,5358,12415,3.028125,5.869375,0.1025,8.7625,4.696875,7.608666667,64.356875,13.27,1898.46,1687.02,1511.62,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1199,2021-11-24,5358,12375,6.53125,11.56875,1.574375,2.416666667,6.065625,9.261333333,62.746875,13.224,1897.32,1685.6,1510.35,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1200,2021-11-25,5328,12892,7.073125,14.179375,3.574375,0.38,7.82875,10.53,60.39375,13.574,1896.09,1684.46,1509.16,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1201,2021-11-26,5272,12913,5.68,11.063125,1.393125,0.0,8.033125,11.11733333,55.961875,13.374,1894.56,1683.16,1508.23,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1202,2021-11-29,5320,12950,7.616875,14.96625,1.203125,0.7,7.28625,10.08666667,64.6475,14.808,1891.82,1679.52,1504.95,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1203,2021-11-30,5397,12823,7.238125,11.535,2.919375,98.13125,0.37125,1.261333333,80.809375,13.818,1892.07,1678.25,1503.76,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1204,2021-12-01,5427,12738,1.589375,4.31125,-1.3925,4.883333333,6.64625,9.496666667,53.255625,16.288,1889.99,1675.88,1501.52,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1205,2021-12-02,5157,12795,2.716875,7.669375,-2.8075,0.98,6.225,9.234,61.99375,19.708,1888.38,1673.98,1499.73,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1206,2021-12-06,5096,12763,6.061875,13.2475,0.428125,0.8,6.838125,9.476,72.64625,44.365,1884.99,1667.87,1493.43,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1207,2021-12-07,4988,12786,6.91625,13.3125,1.934375,11.65,7.816875,9.728666667,71.18,47.2975,1883.22,1664.87,1489.98,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1208,2021-12-08,5051,12767,6.405625,13.189375,1.654375,0.0,7.93875,10.60066667,73.200625,51.4325,1881.65,1662.05,1486.87,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1209,2021-12-09,5354,12677,6.93875,12.216875,1.878125,0.4,3.136875,6.427333333,75.891875,53.13,1878.97,1659.45,1483.64,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1210,2021-12-10,5426,12657,8.201875,12.59,4.475625,3.0,3.228571429,5.074,82.711875,50.36,1876.76,1656.65,1480.84,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1211,2021-12-13,5427,12517,-0.951875,4.603125,-4.030625,0.0,8.44875,10.59533333,45.699375,44.9125,1873.73,1651.59,1475.23,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1212,2021-12-14,5454,12508,3.435,8.66625,-2.608125,2.028571429,5.452666667,8.122857143,62.686875,34.76,1872.38,1649.23,1472.46,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1213,2021-12-15,5454,12459,7.23375,12.7875,2.705,4.14,4.451875,6.752666667,78.49625,30.08,1870.76,1646.71,1469.52,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1214,2021-12-16,5030,10865,6.641875,10.439375,3.615,9.833333333,1.843125,4.89,81.521875,26.4,1869.18,1643.44,1466.11,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1215,2021-12-17,5022,10833,-1.01125,6.635,-6.505,6.928571429,5.991875,8.183333333,52.993125,21.635,1868.0,1641.08,1463.39,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1216,2021-12-20,5109,10833,5.790625,11.5875,-0.821875,0.1,5.881875,8.272666667,68.533125,23.03,1865.79,1636.81,1458.47,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1217,2021-12-21,5121,10805,6.8125,12.899375,1.73,0.0,6.759375,8.718666667,69.6975,20.0825,1864.53,1634.46,1455.64,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1218,2021-12-22,5133,10785,3.9425,10.911875,-0.936875,9.5,8.47625,10.65333333,56.3625,26.22,1863.72,1632.31,1453.08,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1219,2021-12-23,5463,11226,3.590625,10.5375,-1.694375,5.0,8.041875,9.844666667,55.820625,26.29333333,1862.86,1630.71,1451.15,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1220,2021-12-24,5482,11322,2.971875,8.570625,-1.799375,16.88,2.096666667,4.775333333,64.995,25.14333333,1862.83,1629.16,1449.37,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1221,2021-12-27,5451,11313,-3.880625,0.9,-9.934375,1.442857143,6.0575,8.429333333,59.085,27.68,1862.0,1627.07,1446.92,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1222,2021-12-28,5451,11362,0.57625,5.155,-3.929375,0.3,3.645,6.132,70.05125,25.14333333,1861.44,1626.06,1445.68,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1223,2021-12-29,5436,11312,3.170625,8.295,-1.60625,0.842857143,3.244375,6.542,66.22875,25.08,1861.28,1625.31,1444.7,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1224,2021-12-30,5478,11733,-0.071875,3.386875,-2.779375,7.071428571,6.67875,8.766,51.783125,25.22,1860.68,1624.93,1444.0,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1225,2021-12-31,5479,11786,-3.25625,0.5325,-6.17875,7.05,7.969375,10.574,43.37625,25.68666667,1859.91,1624.47,1443.58,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1226,2022-01-03,5372,11880,-0.413125,5.47375,-6.16625,0.15,8.19,10.84533333,57.579375,52.77,1858.95,1623.03,1441.82,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1227,2022-01-04,5384,11845,0.713125,5.50375,-3.643125,0.6,8.1475,10.664,50.844375,39.37,1858.55,1622.32,1440.91,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1228,2022-01-05,5429,11830,-0.0125,4.358125,-4.745625,13.86,1.488571429,5.174666667,55.71,34.43,1858.76,1621.79,1440.23,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1229,2022-01-06,5466,11943,0.9575,6.548125,-3.44,5.0,8.555,11.354,51.208125,24.42,1858.55,1621.22,1439.42,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1230,2022-01-07,5442,11910,-0.3225,7.01125,-5.874375,0.0,8.65625,11.54466667,53.015,22.89,1859.42,1620.98,1439.13,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1231,2022-01-10,5480,11880,2.09125,7.859375,-3.278125,1.6125,5.560625,8.689333333,68.27625,24.23,1860.01,1621.45,1439.54,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1232,2022-01-11,5500,11920,-2.644375,2.52,-6.34625,2.718181818,7.2025,10.14,55.423125,21.46,1861.18,1621.56,1439.59,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1233,2022-01-12,5529,11920,-4.081875,0.63875,-8.54125,4.2,7.955,11.084,50.4625,21.46,1861.28,1622.04,1439.93,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1234,2022-01-13,5447,11887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95,1862.15,1623.2,1441.22,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1235,2022-01-14,5507,11914,-3.0825,3.04875,-8.360625,1.0,8.369375,11.91933333,46.353125,21.92,1863.09,1624.78,1442.77,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1236,2022-01-17,5422,12079,-1.87125,2.911875,-6.03,1.222222222,5.5,9.163333333,55.393125,25.06,1865.8,1629.3,1447.28,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1237,2022-01-18,5397,12114,-3.2925,2.1925,-8.004375,2.6,8.945625,12.68466667,44.55,23.0,1867.75,1631.44,1449.5,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1238,2022-01-19,5398,12255,-2.04625,3.780625,-7.551875,3.82,5.816666667,8.462666667,59.2025,30.52,1869.27,1634.23,1452.22,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1239,2022-01-20,5425,11845,-2.80125,3.49125,-7.770625,6.75,8.611875,12.17066667,59.214375,30.81,1872.99,1637.65,1455.85,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1240,2022-01-21,5430,11780,-1.183125,6.360625,-7.6775,0.2,8.30125,12.41933333,59.30125,30.4,1876.03,1641.46,1459.98,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1241,2022-01-24,5411,11849,4.663125,8.434375,0.43,3.833333333,2.967333333,7.586666667,63.199375,33.73,1880.45,1648.45,1466.92,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
1242,2022-01-25,5445,11869,4.06625,6.335625,1.75,2.881818182,0.461818182,3.056666667,75.925625,30.76,1883.09,1650.81,1469.52,3.6,6.3,4.2,2.1,0.9,3.9,3.0,4.1
